product_id,product_name,category_name,brand,unit_price,cost_price,weight,color,size,stock_quantity,reorder_level,is_active,launch_date
439,Wayfair Self-enabling mission-critical moratorium Home & Garden,Home & Garden,Wayfair,5.04,3.42,3.87,Blue,M,852,38,True,2024-05-08
440,Penguin Compatible systematic portal Book,Books,Penguin,22.97,12.43,4.01,Gray,One Size,630,43,False,2024-12-19
441,Adidas Reduced eco-centric system engine Sport,Sports,Adidas,231.85,114.15,1.56,Brown,S,57,36,True,2023-12-28
442,L'Oreal Universal client-server customer loyalty Beauty,Beauty,L'Oreal,73.16,37.79,3.61,Red,XS,221,35,True,2023-10-12
443,IKEA Advanced explicit hub Home & Garden,Home & Garden,IKEA,128.37,70.58,3.66,Red,M,201,21,True,2023-09-30
444,Adidas Digitized full-range knowledge user Sport,Sports,Adidas,205.75,106.8,4.7,Blue,L,20,39,True,2024-12-27
445,Cambridge Diverse cohesive toolset Book,Books,Cambridge,15.24,9.37,2.07,Red,XS,213,14,True,2024-12-26
446,Uniqlo Grass-roots eco-centric info-mediaries Clothing,Clothing,Uniqlo,68.54,40.79,1.75,Green,S,475,44,True,2023-10-25
447,Wayfair Persevering analyzing forecast Home & Garden,Home & Garden,Wayfair,45.88,25.36,1.99,White,S,372,17,True,2025-06-16
448,Uniqlo Grass-roots systematic projection Clothing,Clothing,Uniqlo,63.22,35.9,1.52,Red,L,461,44,True,2024-02-09
449,Maybelline Reverse-engineered maximized capability Beauty,Beauty,Maybelline,46.18,26.84,2.19,Brown,L,825,14,True,2023-08-08
450,Apple Versatile uniform analyzer Electronic,Electronics,Apple,658.78,432.46,7.62,Green,M,61,49,True,2025-06-30
451,Apple Decentralized eco-centric protocol Electronic,Electronics,Apple,71.86,38.54,3.98,Gray,L,47,29,False,2023-11-07
452,Puma Operative scalable benchmark Sport,Sports,Puma,76.13,38.65,2.57,Black,One Size,398,24,True,2024-10-29
453,Zara Versatile 24hour portal Clothing,Clothing,Zara,71.62,42.08,2.91,Gray,M,306,23,True,2024-06-20
454,Wiley Open-architected grid-enabled interface Book,Books,Wiley,36.29,16.26,7.09,Black,XXL,659,43,True,2023-08-29
455,Maybelline Public-key intermediate solution Beauty,Beauty,Maybelline,58.2,25.29,5.0,Black,L,306,17,True,2025-04-07
456,Samsung Profit-focused systemic toolset Electronic,Electronics,Samsung,493.15,344.15,5.07,White,L,732,25,True,2025-02-13
457,Walmart Total next generation task-force Home & Garden,Home & Garden,Walmart,88.0,43.43,2.89,Brown,XXL,29,39,False,2024-03-10
458,Sephora Ergonomic regional encoding Beauty,Beauty,Sephora,103.99,59.74,3.86,Brown,L,830,12,True,2025-01-16
459,Nike Streamlined mission-critical productivity Clothing,Clothing,Nike,86.59,35.09,2.33,Black,One Size,426,17,True,2024-05-18
460,Nike Multi-lateral empowering framework Clothing,Clothing,Nike,115.28,72.32,3.32,Gray,L,899,25,True,2023-10-19
461,Maybelline Function-based maximized leverage Beauty,Beauty,Maybelline,67.32,40.13,5.12,White,XS,283,49,True,2024-12-18
462,H&M Decentralized value-added support Clothing,Clothing,H&M,50.64,23.33,3.21,Green,XXL,58,47,True,2024-03-04
463,IKEA Fundamental demand-driven firmware Home & Garden,Home & Garden,IKEA,5.0,2.86,1.98,Red,S,686,43,False,2024-03-14
464,Wiley Ergonomic bi-directional database Book,Books,Wiley,35.08,14.82,4.78,Black,One Size,848,45,False,2024-01-05
465,Walmart User-friendly demand-driven model Home & Garden,Home & Garden,Walmart,133.98,85.7,3.59,Green,XXL,142,40,True,2024-06-02
466,Walmart Automated grid-enabled forecast Home & Garden,Home & Garden,Walmart,25.66,17.91,4.3,Black,S,856,44,True,2024-07-20
467,LG Team-oriented 6thgeneration knowledgebase Electronic,Electronics,LG,467.06,198.45,6.68,White,L,52,16,True,2025-08-04
468,Samsung Proactive optimal time-frame Electronic,Electronics,Samsung,147.28,62.12,2.13,White,XL,642,13,False,2024-10-14
469,Puma Intuitive mission-critical hardware Sport,Sports,Puma,186.39,82.52,2.93,Green,M,341,41,True,2024-04-15
470,Adidas Compatible transitional data-warehouse Sport,Sports,Adidas,119.76,74.51,2.21,Brown,L,61,18,True,2023-11-15
471,Apple Vision-oriented national structure Electronic,Electronics,Apple,159.44,108.93,1.98,Green,XL,53,15,True,2024-06-25
472,Apple Distributed explicit time-frame Electronic,Electronics,Apple,268.6,150.85,3.6,Green,M,415,38,True,2023-09-16
473,L'Oreal Upgradable disintermediate utilization Beauty,Beauty,L'Oreal,70.54,48.14,3.49,Gray,One Size,329,45,False,2024-03-16
474,Penguin Ameliorated attitude-oriented application Book,Books,Penguin,32.3,18.9,5.11,Brown,XS,186,40,True,2023-09-03
475,Nike Down-sized dynamic analyzer Sport,Sports,Nike,187.54,123.87,3.28,White,XL,385,31,True,2024-03-14
476,Dell Vision-oriented global capability Electronic,Electronics,Dell,39.1,16.19,4.88,Black,L,274,14,True,2024-12-02
477,Puma Inverse zero administration architecture Sport,Sports,Puma,137.81,60.39,2.03,Red,XS,587,34,False,2025-06-07
478,Wayfair Devolved solution-oriented analyzer Home & Garden,Home & Garden,Wayfair,9.54,4.41,2.67,Red,L,342,14,True,2023-12-13
479,Samsung Grass-roots leadingedge knowledgebase Electronic,Electronics,Samsung,564.86,359.85,3.68,Green,One Size,548,35,True,2024-07-01
480,Walmart Team-oriented full-range function Home & Garden,Home & Garden,Walmart,148.82,76.47,3.31,Brown,S,475,27,True,2025-06-01
481,Wiley Triple-buffered intermediate challenge Book,Books,Wiley,18.87,10.65,3.19,Gray,XXL,751,22,True,2025-02-08
482,Penguin Diverse uniform extranet Book,Books,Penguin,34.99,20.55,3.14,Blue,One Size,768,17,True,2023-09-18
483,Reebok Digitized bandwidth-monitored synergy Sport,Sports,Reebok,124.09,78.24,3.17,White,L,203,37,True,2024-07-04
484,Random House Front-line reciprocal portal Book,Books,Random House,46.37,30.32,3.97,Red,XS,557,18,True,2023-11-28
485,Home Depot De-engineered incremental focus group Home & Garden,Home & Garden,Home Depot,88.2,57.52,4.05,White,One Size,985,24,True,2023-09-09
486,Apple Front-line uniform analyzer Electronic,Electronics,Apple,5.0,2.94,0.97,Brown,S,884,24,True,2024-12-25
487,Under Armour Versatile multi-tasking neural-net Sport,Sports,Under Armour,237.44,141.97,2.79,Gray,XL,585,17,True,2024-12-21
488,Adidas Integrated non-volatile access Sport,Sports,Adidas,140.27,81.0,1.73,Green,XL,872,14,True,2024-02-04
489,Cambridge Business-focused holistic time-frame Book,Books,Cambridge,13.75,9.15,3.86,Blue,M,334,31,True,2024-08-24
490,Uniqlo Down-sized modular capability Clothing,Clothing,Uniqlo,58.94,39.74,1.23,Blue,XS,492,31,True,2025-02-01
491,Apple Exclusive interactive matrix Electronic,Electronics,Apple,355.2,227.82,1.66,White,XXL,612,42,True,2025-02-15
492,Oxford Diverse scalable open architecture Book,Books,Oxford,34.09,16.16,6.86,Red,M,370,44,True,2024-06-01
493,H&M Cross-group cohesive capacity Clothing,Clothing,H&M,90.72,47.57,3.04,Brown,M,367,13,True,2024-01-16
494,Home Depot Enhanced didactic challenge Home & Garden,Home & Garden,Home Depot,72.77,39.67,1.85,White,One Size,570,15,True,2023-10-21
495,Penguin Proactive 6thgeneration Graphic Interface Book,Books,Penguin,19.89,10.98,6.21,Green,XL,84,26,True,2024-04-21
496,Nike Inverse mobile product Sport,Sports,Nike,9.68,5.13,1.6,Red,S,804,40,False,2025-06-16
497,H&M Compatible tangible moderator Clothing,Clothing,H&M,121.93,58.62,2.73,Blue,S,395,26,True,2023-08-24
498,Sephora Expanded coherent methodology Beauty,Beauty,Sephora,33.37,18.24,3.53,Gray,L,300,23,True,2024-07-01
499,Walmart Secured logistical Internet solution Home & Garden,Home & Garden,Walmart,93.9,40.78,0.93,Red,One Size,331,15,True,2024-02-16
500,Nike Secured transitional architecture Sport,Sports,Nike,54.93,33.01,2.16,Green,XXL,403,11,False,2023-11-24
